SpecimenID,sample_id,batch,donor_mouse,genotype_label,depth_from_pia_microns,total_cortical_depth,L23_cell_depth,L23_total_thickness,L23_depth_normalized,postPatch_label,rna_amplification_call,marker_sum_norm,quality_score,contam_sum,contaminationType,SeuratMapping,SeuratMappingScore
869634031,PFS4_190516_702_A01,RSC-213,462539,Penk-IRES2-Cre-neo/wt;Slc17a6-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,169,893,87,205,0.424390244,nucleus_present,Pass,0.942833796,0.267249942,1.247468951,Macrophage,L2/3 IT VISp Agmat,0.878276178
882454517,PFS4_190606_704_A01,RSC-215,467263,Penk-IRES2-Cre-neo/wt;Slc17a6-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,134,841,42,167,0.251497006,nucleus_present,Pass,0.93117619,0.486354786,0.745934422,Macrophage,L2/3 IT VISp Agmat,0.537181179
889271408,PES4_190618_651_A01,RSC-217,470195,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt,178,767,110,193,0.569948187,nucleus_present,Pass,0.867112157,0.291147295,0.680158327,Macrophage,L2/3 IT VISp Rrad,0.654521327
892645602,PES4_190621_653_A01,RSC-218,469304,Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt,278,833,192,210,0.914285714,nucleus_present,Pass,0.95256179,0.457694391,0.896625035,Astro,L2/3 IT VISp Agmat,0.832261933
893406540,P1S4_190624_004_A01,RSC-218,470692,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,112,781,33,231,0.142857143,nucleus_present,Pass,0.929440474,0.307486192,0.958981723,Macrophage,L2/3 IT VISp Rrad,0.591744841
895740736,P8S4_190627_352_A01,RSC-218,471160,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,245,808,125,179,0.698324022,nucleus_present,Pass,0.963123123,0.329382972,1.341871495,Macrophage,L2/3 IT VISp Agmat,0.859523239
896877084,P1S4_190628_007_A01,RSC-218,470694,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,170,796,97,183,0.530054645,nucleus_absent,Pass,0.863721992,0.240986318,1.16901806,Macrophage,L2/3 IT VISp Agmat,0.520645793
898529889,P1S4_190701_003_A01,RSC-218,471959,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,219,793,125,205,0.609756098,nucleus_absent,Fail,0.425762037,0.209578496,0.293493986,Astro,L2/3 IT VISp Rrad,0.197460938
898559010,PFS4_190701_701_A01,RSC-219,471959,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,195,939,91,178,0.511235955,nucleus_present,Pass,0.482365769,0.161121831,0.493875035,Macrophage,L2/3 IT VISp Agmat,0.438018785
898881170,PFS4_190702_701_A01,RSC-219,471960,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,207,825,113,192,0.588541667,nucleus_present,Pass,0.9759973,0.340770212,0.601469723,Macrophage,L2/3 IT VISp Rrad,0.553256026
899368360,P8S4_190702_351_A01,RSC-219,471960,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,282,722,155,170,0.911764706,nucleus_present,Pass,0.876838849,0.381174483,0.546592765,Macrophage,L2/3 IT VISp Agmat,0.650250906
899505007,P1S4_190703_003_A01,RSC-219,471961,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,227,715,108,180,0.6,nucleus_present,Pass,0.977925244,0.349880757,1.50958393,Astro,L2/3 IT VISp Rrad,0.745169069
899583778,PES4_190703_654_A01,RSC-219,471961,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,252,764,131,180,0.727777778,nucleus_present,Pass,0.961618902,0.457359013,0.4040209,Astro,L2/3 IT VISp Agmat,0.858408993
901103089,P1S4_190708_003_A01,RSC-219,473098,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,135,833,33,206,0.160194175,nucleus_absent,Pass,0.570695325,0.156556672,1.196540541,Macrophage,L2/3 IT VISp Agmat,0.495890618
902007486,PES4_190709_651_A01,RSC-219,472189,Ntsr1-Cre_GN220/wt;Ai14(RCL-tdT)/wt,199,778,116,164,0.707317073,nucleus_present,Pass,0.910807044,0.410911282,0.815620448,Macrophage,L2/3 IT VISp Agmat,0.582753017
904094833,PFS4_190711_708_A01,RSC-219,473797,Chrna2-Cre_OE25/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt,110,798,34,205,0.165853659,nucleus_absent,Pass,0.793181947,0.231879817,1.378787268,Astro,L2/3 IT VISp Agmat,0.600473655
904832267,PFS4_190712_703_A01,RSC-219,473604,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,201,821,101,180,0.561111111,nucleus_present,Pass,0.918749887,0.445858238,0.462348166,Astro,L2/3 IT VISp Agmat,0.456477588
904862358,PFS4_190712_704_A01,RSC-219,473604,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,141,793,62,217,0.285714286,nucleus_present,Pass,1.056236242,0.46223758,0.565929627,Astro,L2/3 IT VISp Rrad,0.721386015
907492272,P1S4_190716_009_A01,RSC-220,474665,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,141,715,64,139,0.460431655,nucleus_absent,Fail,0.411157931,0.214595841,0.616563403,Astro,L2/3 IT VISp Agmat,0.539534354
910247459,P1S4_190722_001_A01,RSC-221,476127,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,107,721,10,155,0.064516129,nucleus_present,Pass,0.581277856,0.280555385,0.525568826,Macrophage,L2/3 IT VISp Rrad,0.978135999
910375338,P1S4_190722_004_A01,RSC-221,476322,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,138,833,53,145,0.365517241,nucleus_present,Pass,0.880732633,0.424310863,0.308064987,Peri,L2/3 IT VISp Agmat,0.51741205
910868809,P1S4_190723_002_A01,RSC-221,476128,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,130,787,46,194,0.237113402,nucleus_present,Pass,0.787991635,0.221962963,0.957255012,Macrophage,L2/3 IT VISp Agmat,0.624729672
912008949,P1S4_190725_002_A01,RSC-221,476712,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,166,808,84,192,0.4375,nucleus_present,Pass,0.9841832,0.434084987,0.553252991,Macrophage,L2/3 IT VISp Rrad,0.867834734
912256459,PAS4_190725_453_A01,RSC-221,476902,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,138,783,65,179,0.363128492,nucleus_present,Pass,0.956349039,0.365599989,0.74837423,Astro,L2/3 IT VISp Rrad,0.57336985
912275105,PFS4_190725_703_A01,RSC-221,476902,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,105,831,17,229,0.074235808,nucleus_present,Pass,0.922622573,0.406894739,0.21848586,Astro,L2/3 IT VISp Rrad,0.930425442
912289883,PAS4_190725_454_A01,RSC-221,476902,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,192,792,103,198,0.52020202,nucleus_present,Pass,0.670557837,0.255763726,0.495534232,Macrophage,L2/3 IT VISp Agmat,0.656772881
912301547,PFS4_190725_704_A01,RSC-221,476902,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,97,836,2,262,0.007633588,nucleus_present,Pass,0.687938483,0.354051962,0.238282737,Endo,L2/3 IT VISp Adamts2,0.537318872
912340608,PAS4_190725_456_A01,RSC-221,476902,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,166,798,75,220,0.340909091,nucleus_present,Pass,1.070639499,0.45589574,0.724564154,Astro,L2/3 IT VISp Agmat,0.621046606
912571270,P1S4_190726_001_A01,RSC-221,476713,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,135,822,48,160,0.3,nucleus_absent,Fail,0.41670064,0.101072915,0.927957329,Macrophage,L2/3 IT VISp Agmat,0.707508904
912608626,P1S4_190726_002_A01,RSC-221,476713,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,173,822,67,225,0.297777778,nucleus_present,Pass,0.940953546,0.440708676,1.061020513,Astro,L2/3 IT VISp Rrad,0.410619278
912868696,P1S4_190726_004_A01,RSC-221,476325,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,152,714,58,187,0.310160428,nucleus_present,Pass,1.026122975,0.390935765,0.918322691,Macrophage,L2/3 IT VISp Agmat,0.515095736
912889454,PFS4_190726_703_A01,RSC-221,476325,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,131,851,44,188,0.234042553,nucleus_present,Pass,0.947651642,0.288992509,1.483717744,Macrophage,L2/3 IT VISp Rrad,0.70721364
912918179,PFS4_190726_704_A01,RSC-221,476325,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,91,892,12,190,0.063157895,nucleus_present,Pass,0.852478572,0.346339276,0.89251627,Macrophage,L2/3 IT VISp Rrad,0.875122396
912953077,PFS4_190726_705_A01,RSC-221,476325,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,180,868,92,207,0.444444444,nucleus_present,Pass,0.937612107,0.40957998,0.887774956,Astro,L2/3 IT VISp Rrad,0.874720516
914250737,P1S4_190730_001_A01,RSC-221,477504,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,159,901,77,232,0.331896552,nucleus_present,Pass,0.877688962,0.382645453,0.73732348,Macrophage,L2/3 IT VISp Agmat,0.776745529
914257903,PAS4_190730_452_A01,RSC-221,477504,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,170,777,36,216,0.166666667,nucleus_present,Pass,0.880366758,0.339747071,0.691953074,Macrophage,L2/3 IT VISp Rrad,0.994664971
914310723,PAS4_190730_454_A01,RSC-221,477504,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,172,941,66,222,0.297297297,nucleus_present,Pass,0.853282421,0.338755636,0.526924601,Macrophage,L2/3 IT VISp Rrad,0.602353337
914412754,PFS4_190730_706_A01,RSC-221,477848,Glt25d2-Cre_NF107/wt;Ai14(RCL-tdT)/wt,117,787,43,216,0.199074074,nucleus_present,Pass,1.000055174,0.363630235,0.827336439,Macrophage,L2/3 IT VISp Rrad,0.564775722
915479566,P1S4_190801_002_A01,RSC-222,478316,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,154,807,70,199,0.351758794,nucleus_present,Pass,1.042852977,0.438854266,0.247400014,Macrophage,L2/3 IT VISp Rrad,0.754145863
917331829,P1S4_190805_001_A01,RSC-222,478795,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,95,758,17,191,0.089005236,nucleus_present,Pass,0.785633345,0.228365545,1.272614661,Macrophage,L2/3 IT VISp Agmat,0.406753087
918962433,P1S4_190807_002_A01,RSC-222,479200,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,235,914,134,217,0.617511521,nucleus_present,Fail,0.720903336,0.354430398,0.574635307,Macrophage,L2/3 IT VISp Agmat,0.770475812
919085315,P1S4_190807_004_A01,RSC-222,479510,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,201,861,108,182,0.593406593,nucleus_present,Pass,0.93184338,0.487149354,0.292931761,Astro,L2/3 IT VISp Rrad,0.541555458
919102928,PFS4_190807_704_A01,RSC-222,479510,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,162,802,70,194,0.360824742,nucleus_present,Pass,0.963887549,0.355908739,1.040559719,Macrophage,L2/3 IT VISp Agmat,0.703625629
919699890,PFS4_190808_702_A01,RSC-222,479201,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,170,860,78,199,0.391959799,nucleus_present,Pass,0.912342789,0.417282887,0.690800297,Astro,L2/3 IT VISp Agmat,0.677208874
919883526,P1S4_190808_003_A01,RSC-222,479513,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,171,739,89,146,0.609589041,nucleus_present,Pass,0.826319009,0.365464017,0.693684001,Macrophage,L2/3 IT VISp Agmat,0.506623395
919950532,PFS4_190808_705_A01,RSC-222,479513,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,185,748,111,214,0.518691589,nucleus_present,Pass,0.978853603,0.437995356,0.719979198,Astro,L2/3 IT VISp Rrad,0.603875688
919973760,P1S4_190808_005_A01,RSC-222,479511,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,142,765,57,171,0.333333333,nucleus_present,Pass,0.902360199,0.423436032,0.5425222,Peri,L2/3 IT VISp Agmat,0.575990091
920529258,P1S4_190809_001_A01,RSC-222,479202,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,160,818,45,177,0.254237288,nucleus_present,Fail,0.751385986,0.322589641,0.473982885,Macrophage,L2/3 IT VISp Rrad,0.56295103
920542161,P1S4_190809_002_A01,RSC-222,479202,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,149,835,58,213,0.272300469,nucleus_present,Pass,0.840160987,0.419128514,0.259045701,Astro,L2/3 IT VISp Agmat,0.656557405
920571969,P1S4_190809_003_A01,RSC-222,479202,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,242,870,157,216,0.726851852,nucleus_present,Pass,0.941629502,0.305098103,0.945228127,Macrophage,L2/3 IT VISp Agmat,0.769589838
920859906,PFS4_190809_705_A01,RSC-224,479512,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,194,844,68,229,0.296943231,nucleus_present,Pass,0.976290843,0.443759028,0.671349407,Macrophage,L2/3 IT VISp Rrad,0.460357895
921685533,P1S4_190812_002_A01,RSC-224,483226,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,88,735,16,209,0.076555024,nucleus_present,Pass,0.842841218,0.448996995,0.61354596,Astro,L2/3 IT VISp Rrad,0.99646931
922597220,P1S4_190813_001_A01,RSC-224,483227,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,88,848,2,208,0.009615385,nucleus_present,Pass,0.971083068,0.381399244,0.86228909,Astro,L2/3 IT VISp Rrad,0.953057405
922613228,PFS4_190813_702_A01,RSC-224,483227,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,118,775,23,211,0.109004739,nucleus_present,Pass,1.048611017,0.465879675,0.779879989,Astro,L2/3 IT VISp Rrad,0.643208676
924610453,PAS4_190815_451_A01,RSC-224,483228,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,214,846,108,214,0.504672897,nucleus_present,Pass,0.890966017,0.342774338,0.445868579,Macrophage,L2/3 IT VISp Adamts2,0.753880034
924641774,PFS4_190815_701_A01,RSC-224,483228,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,162,775,50,210,0.238095238,nucleus_present,Pass,1.02587057,0.5254646,0.77909875,Astro,L2/3 IT VISp Rrad,0.726565492
925168858,PFS4_190816_701_A01,RSC-224,483229,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,103,805,23,204,0.112745098,nucleus_absent,Pass,0.913731011,0.387986684,0.893120996,Macrophage,L2/3 IT VISp Rrad,0.562914811
925242241,P1S4_190816_002_A01,RSC-224,483229,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,116,848,29,226,0.128318584,nucleus_present,Pass,0.797881359,0.301244156,0.997149971,Macrophage,L2/3 IT VISp Adamts2,0.425597137
926816093,PFS4_190819_703_A01,RSC-225,481679,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,122,858,43,217,0.198156682,nucleus_present,Pass,1.066124418,0.441444168,0.861988835,Astro,L2/3 IT VISp Rrad,0.759703536
926866005,PFS4_190819_704_A01,RSC-225,482431,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,104,891,8,203,0.039408867,nucleus_present,Pass,0.960988736,0.45049501,0.636527551,Macrophage,L2/3 IT VISp Rrad,0.873266707
926887643,PFS4_190819_705_A01,RSC-225,482431,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,125,849,27,203,0.133004926,nucleus_present,Pass,0.932282069,0.434599028,0.883665316,Macrophage,L2/3 IT VISp Rrad,0.772124931
927833265,PFS4_190820_703_A01,RSC-225,482435,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,166,808,60,218,0.275229358,nucleus_present,Pass,0.872056605,0.336620332,0.409974044,Macrophage,L2/3 IT VISp Rrad,0.819516856
929533489,PFS4_190822_704_A01,RSC-225,481681,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,180,908,97,247,0.392712551,nucleus_present,Pass,1.145197133,0.425257839,1.207190548,Macrophage,L2/3 IT VISp Agmat,0.841055304
935046071,PFS4_190829_702_A01,RSC-226,484066,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,157,884,86,253,0.339920949,nucleus_present,Pass,0.72805033,0.235370169,0.667675304,Macrophage,L2/3 IT VISp Rrad,0.951413587
935671381,P1S4_190830_002_A01,RSC-226,484067,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,120,912,14,242,0.05785124,nucleus_present,Pass,0.853780873,0.434035948,0.328667688,Macrophage,L2/3 IT VISp Adamts2,0.716004732
