,0
351,ADAM21
352,ADAM21P1
353,ADAM22
354,ADAM23
355,ADAM24P
356,ADAM28
357,ADAM29
358,ADAM30
359,ADAM32
360,ADAM33
361,ADAM3A
362,ADAM3B
363,ADAM5
364,ADAM6
365,ADAM7
366,ADAM8
367,ADAM9
368,ADAMDEC1
369,ADAMTS1
370,ADAMTS10
371,ADAMTS12
372,ADAMTS13
373,ADAMTS14
374,ADAMTS15
375,ADAMTS16
376,ADAMTS17
377,ADAMTS18
378,ADAMTS19
379,ADAMTS19-AS1
380,ADAMTS2
381,ADAMTS20
382,ADAMTS3
383,ADAMTS4
384,ADAMTS5
385,ADAMTS6
386,ADAMTS7
387,ADAMTS7P1
388,ADAMTS7P3
389,ADAMTS7P4
390,ADAMTS8
391,ADAMTS9
392,ADAMTS9-AS1
393,ADAMTS9-AS2
394,ADAMTSL1
395,ADAMTSL2
396,ADAMTSL3
397,ADAMTSL4
398,ADAMTSL4-AS1
399,ADAMTSL5
400,ADAP1
401,ADAP2
402,ADAR
403,ADARB1
404,ADARB2
405,ADARB2-AS1
406,ADAT1
407,ADAT2
408,ADAT3
409,ADCK1
410,ADCK2
411,ADCK3
412,ADCK4
413,ADCK5
414,ADCY1
415,ADCY10
416,ADCY10P1
417,ADCY2
418,ADCY3
419,ADCY4
420,ADCY5
421,ADCY6
422,ADCY7
423,ADCY8
424,ADCY9
425,ADCYAP1
426,ADCYAP1R1
427,ADD1
428,ADD2
429,ADD3
430,ADD3-AS1
431,ADGB
432,ADGRA1
433,ADGRA1-AS1
434,ADGRA2
435,ADGRA3
436,ADGRB1
437,ADGRB2
438,ADGRB3
439,ADGRD1
440,ADGRD2
441,ADGRE1
442,ADGRE2
443,ADGRE3
444,ADGRE4P
445,ADGRE5
446,ADGRF1
447,ADGRF2
448,ADGRF3
449,ADGRF4
450,ADGRF5
451,ADGRF5P1
452,ADGRF5P2
453,ADGRG1
454,ADGRG2
455,ADGRG3
456,ADGRG4
457,ADGRG5
458,ADGRG6
459,ADGRG7
460,ADGRL1
461,ADGRL2
462,ADGRL3
463,ADGRL3-AS1
464,ADGRL4
465,ADGRV1
466,ADH1A
467,ADH1B
468,ADH1C
469,ADH4
470,ADH5
471,ADH5P2
472,ADH5P3
473,ADH5P4
474,ADH6
475,ADH7
476,ADHFE1
477,ADI1
478,ADIG
479,ADIPOQ
480,ADIPOQ-AS1
481,ADIPOR1
482,ADIPOR1P1
483,ADIPOR1P2
484,ADIPOR2
485,ADIRF
486,ADK
487,ADM
488,ADM2
489,ADM5
490,ADNP
491,ADNP-AS1
492,ADNP2
493,ADO
494,ADORA1
495,ADORA2A
496,ADORA2A-AS1
497,ADORA2B
498,ADORA2BP1
499,ADORA3
500,ADPGK
501,ADPGK-AS1
502,ADPRH
503,ADPRHL1
504,ADPRHL2
505,ADPRM
506,ADRA1A
507,ADRA1B
508,ADRA1D
509,ADRA2A
510,ADRA2B
511,ADRA2C
512,ADRB1
513,ADRB2
514,ADRB3
515,ADRBK1
516,ADRBK2
517,ADRM1
518,ADSL
519,ADSS
520,ADSSL1
521,ADTRP
522,AEBP1
523,AEBP2
524,AEN
525,AES
526,AFAP1
527,AFAP1-AS1
528,AFAP1L1
529,AFAP1L2
530,AFF1
531,AFF2
532,AFF3
533,AFF4
534,AFG3L1P
535,AFG3L2
536,AFG3L2P1
537,AFM
538,AFMID
539,AFP
540,AFTPH
541,AGA
542,AGAP1
543,AGAP1-IT1
544,AGAP10P
545,AGAP11
546,AGAP2
547,AGAP2-AS1
548,AGAP3
549,AGAP4
550,AGAP5
551,AGAP6
552,AGAP7P
553,AGAP9
554,AGBL1
555,AGBL1-AS1
556,AGBL2
557,AGBL3
558,AGBL4
559,AGBL4-IT1
560,AGBL5
561,AGBL5-AS1
562,AGER
563,AGFG1
564,AGFG2
565,AGGF1
566,AGGF1P1
567,AGGF1P2
568,AGGF1P3
569,AGGF1P4
570,AGK
571,AGKP1
572,AGL
573,AGMAT
574,AGMO
575,AGO1
576,AGO2
577,AGO3
578,AGO4
579,AGPAT1
580,AGPAT2
581,AGPAT3
582,AGPAT4
583,AGPAT4-IT1
584,AGPAT5
585,AGPAT5P1
586,AGPAT6
587,AGPAT9
588,AGPS
589,AGR2
590,AGR3
591,AGRN
592,AGRP
593,AGT
594,AGTPBP1
595,AGTR1
596,AGTR2
597,AGTRAP
598,AGXT
599,AGXT2
600,AHCTF1
601,AHCTF1P1
602,AHCY
603,AHCYL1
604,AHCYL2
605,AHCYP1
606,AHCYP2
607,AHCYP3
608,AHCYP4
609,AHCYP5
610,AHCYP6
611,AHCYP7
612,AHDC1
613,AHI1
614,AHNAK
615,AHNAK2
616,AHR
617,AHRR
618,AHSA1
619,AHSA2
620,AHSG
621,AHSP
622,AICDA
623,AIDA
624,AIF1
625,AIF1L
626,AIFM1
627,AIFM1P1
628,AIFM2
629,AIFM3
630,AIG1
631,AIM1
632,AIM1L
633,AIM2
634,AIMP1
635,AIMP1P1
636,AIMP1P2
637,AIMP2
638,AIP
639,AIPL1
640,AIRE
641,AIRN
642,AJAP1
643,AJUBA
644,AK1
645,AK2
646,AK2P1
647,AK2P2
648,AK3
649,AK3P2
650,AK3P3
651,AK3P4
652,AK3P5
653,AK3P6
654,AK4
655,AK4P1
656,AK4P2
657,AK4P3
658,AK4P4
659,AK4P5
660,AK4P6
661,AK5
662,AK6
663,AK7
664,AK8
665,AK9
666,AKAP1
667,AKAP10
668,AKAP11
669,AKAP12
670,AKAP13
671,AKAP14
672,AKAP17A
673,AKAP17BP
674,AKAP2
675,AKAP3
676,AKAP4
677,AKAP5
678,AKAP6
679,AKAP7
680,AKAP8
681,AKAP8L
682,AKAP8P1
683,AKAP9
684,AKIP1
685,AKIRIN1
686,AKIRIN1P1
687,AKIRIN2
688,AKIRIN2P1
689,AKNA
690,AKNAD1
691,AKR1A1
692,AKR1B1
693,AKR1B10
694,AKR1B10P1
695,AKR1B10P2
696,AKR1B15
697,AKR1B1P1
698,AKR1B1P2
699,AKR1B1P3
700,AKR1B1P4
701,AKR1B1P5
702,AKR1B1P6
703,AKR1B1P7
704,AKR1B1P8
705,AKR1C1
706,AKR1C2
707,AKR1C3
708,AKR1C4
709,AKR1C6P
710,AKR1C7P
711,AKR1C8P
712,AKR1D1
713,AKR1D1P1
714,AKR1E2
715,AKR7A2
716,AKR7A2P1
717,AKR7A3
718,AKR7L
719,AKT1
720,AKT1S1
721,AKT2
722,AKT3
723,AKTIP
724,ALAD
725,ALAS1
726,ALAS2
727,ALB
728,ALCAM
729,ALDH16A1
730,ALDH18A1
731,ALDH1A1
732,ALDH1A2
733,ALDH1A3
734,ALDH1B1
735,ALDH1L1
736,ALDH1L1-AS1
737,ALDH1L1-AS2
738,ALDH1L2
739,ALDH2
740,ALDH3A1
741,ALDH3A2
742,ALDH3B1
743,ALDH3B2
744,ALDH4A1
745,ALDH5A1
746,ALDH6A1
747,ALDH7A1
748,ALDH7A1P1
749,ALDH7A1P2
750,ALDH7A1P3
751,ALDH7A1P4
752,ALDH8A1
753,ALDH9A1
754,ALDOA
755,ALDOAP1
756,ALDOAP2
757,ALDOB
758,ALDOC
759,ALG1
760,ALG10
761,ALG10B
762,ALG11
763,ALG12
764,ALG13
765,ALG14
766,ALG1L
767,ALG1L12P
768,ALG1L14P
769,ALG1L15P
770,ALG1L2
771,ALG1L3P
772,ALG1L5P
773,ALG1L6P
774,ALG1L7P
775,ALG1L8P
776,ALG1L9P
777,ALG2
778,ALG3
779,ALG3P1
780,ALG5
781,ALG6
782,ALG8
783,ALG9
784,ALK
785,ALKBH1
786,ALKBH2
787,ALKBH3
788,ALKBH3-AS1
789,ALKBH4
790,ALKBH5
791,ALKBH6
792,ALKBH7
793,ALKBH8
794,ALLC
795,ALMS1
796,ALMS1-IT1
797,ALMS1P
798,ALOX12
799,ALOX12-AS1
800,ALOX12B
801,ALOX12P1
802,ALOX12P2
803,ALOX15
804,ALOX15B
805,ALOX15P1
806,ALOX15P2
807,ALOX5
808,ALOX5AP
809,ALOXE3
810,ALOXE3P1
811,ALPI
812,ALPK1
813,ALPK2
814,ALPK3
815,ALPL
816,ALPP
817,ALPPL2
818,ALS2
819,ALS2CL
820,ALS2CR11
821,ALS2CR12
822,ALX1
823,ALX3
824,ALX4
825,ALYREF
826,AMACR
827,AMBN
828,AMBP
829,AMBRA1
830,AMD1
831,AMD1P1
832,AMDHD1
833,AMDHD2
834,AMDP1
835,AMELX
836,AMELY
837,AMER1
838,AMER2
839,AMER3
840,AMFR
841,AMH
842,AMHR2
843,AMICA1
844,AMIGO1
845,AMIGO2
846,AMIGO3
847,AMMECR1
848,AMMECR1L
849,AMMECR1LP1
850,AMN
851,AMN1
852,AMOT
853,AMOTL1
854,AMOTL2
855,AMPD1
856,AMPD2
857,AMPD3
858,AMPH
859,AMT
860,AMTN
861,AMY1A
862,AMY1B
863,AMY1C
864,AMY2A
865,AMY2B
866,AMYP1
867,AMZ1
868,AMZ2
869,AMZ2P1
870,AMZ2P2
871,ANAPC1
872,ANAPC10
873,ANAPC10P1
874,ANAPC11
875,ANAPC13
876,ANAPC15
877,ANAPC16
878,ANAPC1P1
879,ANAPC2
880,ANAPC4
881,ANAPC5
882,ANAPC7
883,ANG
884,ANGEL1
885,ANGEL2
886,ANGPT1
887,ANGPT2
888,ANGPT4
889,ANGPTL1
890,ANGPTL2
891,ANGPTL3
892,ANGPTL4
893,ANGPTL5
894,ANGPTL6
895,ANGPTL7
896,ANHX
897,ANK1
898,ANK2
899,ANK3
900,ANKAR
901,ANKDD1A
902,ANKDD1B
903,ANKEF1
904,ANKFN1
905,ANKFY1
906,ANKH
907,ANKHD1
908,ANKHD1-EIF4EBP3
909,ANKIB1
910,ANKK1
911,ANKLE1
912,ANKLE2
913,ANKMY1
914,ANKMY2
915,ANKRA2
916,ANKRD1
917,ANKRD10
918,ANKRD11
919,ANKRD12
920,ANKRD13A
921,ANKRD13B
922,ANKRD13C
923,ANKRD13D
924,ANKRD16
925,ANKRD17
926,ANKRD18A
927,ANKRD18B
928,ANKRD18DP
929,ANKRD18EP
930,ANKRD19P
931,ANKRD2
932,ANKRD20A1
933,ANKRD20A10P
934,ANKRD20A11P
935,ANKRD20A16P
936,ANKRD20A17P
937,ANKRD20A18P
938,ANKRD20A19P
939,ANKRD20A2
940,ANKRD20A20P
941,ANKRD20A3
942,ANKRD20A4
943,ANKRD20A5P
944,ANKRD20A6P
945,ANKRD20A7P
946,ANKRD20A8P
947,ANKRD20A9P
948,ANKRD22
949,ANKRD23
950,ANKRD24
951,ANKRD26
952,ANKRD26P1
953,ANKRD26P2
954,ANKRD26P3
955,ANKRD26P4
956,ANKRD27
957,ANKRD28
958,ANKRD29
959,ANKRD30A
960,ANKRD30B
961,ANKRD30BL
962,ANKRD30BP1
963,ANKRD30BP2
964,ANKRD30BP3
965,ANKRD31
966,ANKRD32
967,ANKRD33
968,ANKRD33B
969,ANKRD34A
970,ANKRD34B
971,ANKRD34C
972,ANKRD34C-AS1
973,ANKRD35
974,ANKRD36
975,ANKRD36B
976,ANKRD36BP1
977,ANKRD36BP2
978,ANKRD36C
979,ANKRD36P1
980,ANKRD37
981,ANKRD39
982,ANKRD40
983,ANKRD42
984,ANKRD44
985,ANKRD44-IT1
986,ANKRD45
987,ANKRD46
988,ANKRD49
989,ANKRD50
990,ANKRD52
991,ANKRD53
992,ANKRD54
993,ANKRD54P1
994,ANKRD55
995,ANKRD57P1
996,ANKRD6
997,ANKRD60
998,ANKRD61
999,ANKRD62
1000,ANKRD62P1-PARP4P3
1001,ANKRD63
1002,ANKRD65
1003,ANKRD66
1004,ANKRD7
1005,ANKRD9
1006,ANKS1A
1007,ANKS1B
1008,ANKS3
1009,ANKS4B
1010,ANKS6
1011,ANKUB1
1012,ANKZF1
1013,ANLN
1014,ANO1
1015,ANO1-AS2
1016,ANO10
1017,ANO2
1018,ANO3
1019,ANO4
1020,ANO5
1021,ANO6
1022,ANO7
1023,ANO7P1
1024,ANO8
1025,ANO9
1026,ANP32A
1027,ANP32A-IT1
1028,ANP32AP1
1029,ANP32B
1030,ANP32BP1
1031,ANP32BP2
1032,ANP32BP3
1033,ANP32C
1034,ANP32D
1035,ANP32E
1036,ANPEP
1037,ANTXR1
1038,ANTXR2
1039,ANTXRL
1040,ANTXRLP1
1041,ANXA1
1042,ANXA10
1043,ANXA11
1044,ANXA13
1045,ANXA2
1046,ANXA2P1
1047,ANXA2P2
1048,ANXA2P3
1049,ANXA2R
1050,ANXA3
1051,ANXA4
1052,ANXA5
1053,ANXA6
1054,ANXA7
1055,ANXA8
1056,ANXA8L1
1057,ANXA9
1058,AOAH
1059,AOAH-IT1
1060,AOC1
1061,AOC2
1062,AOC3
1063,AOC4P
1064,AOX1
1065,AOX2P
1066,AP1AR
1067,AP1B1
1068,AP1B1P1
1069,AP1B1P2
1070,AP1G1
1071,AP1G2
1072,AP1M1
1073,AP1M2
1074,AP1S1
1075,AP1S2
1076,AP1S3
1077,AP2A1
1078,AP2A2
1079,AP2B1
1080,AP2M1
1081,AP2S1
1082,AP3B1
1083,AP3B2
1084,AP3D1
1085,AP3M1
1086,AP3M2
1087,AP3S1
1088,AP3S2
1089,AP4B1
1090,AP4B1-AS1
1091,AP4E1
1092,AP4M1
1093,AP4S1
1094,AP5B1
1095,AP5M1
1096,AP5S1
1097,AP5Z1
1098,APAF1
1099,APBA1
1100,APBA2
1101,APBA3
1102,APBB1
1103,APBB1IP
1104,APBB2
1105,APBB3
1106,APC
1107,APC2
1108,APCDD1
1109,APCDD1L
1110,APCDD1L-AS1
1111,APCS
1112,APEH
1113,APELA
1114,APEX1
1115,APEX2
1116,APH1A
1117,APH1B
1118,API5
1119,API5P1
1120,API5P2
1121,APIP
1122,APITD1
1123,APITD1-CORT
1124,APLF
1125,APLN
1126,APLNR
1127,APLP1
1128,APLP2
1129,APMAP
1130,APOA1
1131,APOA1-AS
1132,APOA1BP
1133,APOA2
1134,APOA4
1135,APOA5
1136,APOB
1137,APOBEC1
1138,APOBEC2
1139,APOBEC3A
1140,APOBEC3B
1141,APOBEC3B-AS1
1142,APOBEC3C
1143,APOBEC3D
1144,APOBEC3F
1145,APOBEC3G
1146,APOBEC3H
1147,APOBEC4
1148,APOBR
1149,APOC1
1150,APOC1P1
1151,APOC2
1152,APOC3
1153,APOC4
1154,APOC4-APOC2
1155,APOD
1156,APOE
1157,APOF
1158,APOH
1159,APOL1
1160,APOL2
1161,APOL3
1162,APOL4
1163,APOL5
1164,APOL6
1165,APOLD1
1166,APOM
1167,APOO
1168,APOOL
1169,APOOP1
1170,APOOP2
1171,APOOP3
1172,APOOP4
1173,APOOP5
1174,APOPT1
1175,APP
1176,APPBP2
1177,APPL1
1178,APPL2
1179,APRT
1180,APTR
1181,APTX
1182,AQP1
1183,AQP10
1184,AQP11
1185,AQP12A
1186,AQP12B
1187,AQP2
1188,AQP3
1189,AQP4
1190,AQP4-AS1
1191,AQP5
1192,AQP6
1193,AQP7
1194,AQP7P1
1195,AQP7P2
1196,AQP7P3
1197,AQP7P4
1198,AQP8
1199,AQP9
1200,AQR
1201,AR
1202,ARAF
1203,ARAFP1
1204,ARAFP2
1205,ARAFP3
1206,ARAP1
1207,ARAP2
1208,ARAP3
1209,ARC
1210,ARCN1
1211,AREG
1212,AREL1
1213,ARF1
1214,ARF1P1
1215,ARF1P2
1216,ARF1P3
1217,ARF3
1218,ARF4
1219,ARF4P1
1220,ARF4P2
1221,ARF4P3
1222,ARF4P4
1223,ARF4P5
1224,ARF5
1225,ARF6
1226,ARFGAP1
1227,ARFGAP2
1228,ARFGAP3
1229,ARFGEF1
1230,ARFGEF2
1231,ARFGEF3
1232,ARFIP1
1233,ARFIP2
1234,ARFRP1
1235,ARG1
1236,ARG2
1237,ARGFX
1238,ARGFXP1
1239,ARGFXP2
1240,ARGLU1
1241,ARHGAP1
1242,ARHGAP10
1243,ARHGAP11A
1244,ARHGAP11B
1245,ARHGAP12
1246,ARHGAP15
1247,ARHGAP16P
1248,ARHGAP17
1249,ARHGAP18
1250,ARHGAP19
1251,ARHGAP19-SLIT1
1252,ARHGAP20
1253,ARHGAP21
1254,ARHGAP22
1255,ARHGAP23
1256,ARHGAP23P1
1257,ARHGAP24
1258,ARHGAP25
1259,ARHGAP26
1260,ARHGAP26-AS1
1261,ARHGAP26-IT1
1262,ARHGAP27
1263,ARHGAP28
1264,ARHGAP29
1265,ARHGAP30
1266,ARHGAP31
1267,ARHGAP31-AS1
1268,ARHGAP32
1269,ARHGAP33
1270,ARHGAP35
1271,ARHGAP36
1272,ARHGAP39
1273,ARHGAP4
1274,ARHGAP40
1275,ARHGAP42
1276,ARHGAP42P1
1277,ARHGAP42P2
1278,ARHGAP42P3
1279,ARHGAP42P4
1280,ARHGAP42P5
1281,ARHGAP44
1282,ARHGAP5
1283,ARHGAP5-AS1
1284,ARHGAP6
1285,ARHGAP8
1286,ARHGAP9
1287,ARHGDIA
1288,ARHGDIB
1289,ARHGDIG
1290,ARHGEF1
1291,ARHGEF10
1292,ARHGEF10L
1293,ARHGEF11
1294,ARHGEF12
1295,ARHGEF15
1296,ARHGEF16
1297,ARHGEF17
1298,ARHGEF18
1299,ARHGEF19
1300,ARHGEF2
1301,ARHGEF25
1302,ARHGEF26
1303,ARHGEF26-AS1
1304,ARHGEF28
1305,ARHGEF3
1306,ARHGEF3-AS1
1307,ARHGEF33
1308,ARHGEF34P
1309,ARHGEF35
1310,ARHGEF37
1311,ARHGEF38
1312,ARHGEF38-IT1
1313,ARHGEF39
1314,ARHGEF4
1315,ARHGEF40
1316,ARHGEF5
1317,ARHGEF6
1318,ARHGEF7
1319,ARHGEF7-AS1
1320,ARHGEF9
1321,ARHGEF9-IT1
1322,ARID1A
1323,ARID1B
1324,ARID2
1325,ARID3A
1326,ARID3B
1327,ARID3C
1328,ARID4A
1329,ARID4B
1330,ARID5A
1331,ARID5B
1332,ARIH1
1333,ARIH2
1334,ARIH2OS
1335,ARIH2P1
1336,ARL1
1337,ARL10
1338,ARL11
1339,ARL13A
1340,ARL13B
1341,ARL14
1342,ARL14EP
1343,ARL14EPL
1344,ARL15
1345,ARL16
1346,ARL17A
1347,ARL17B
1348,ARL2
1349,ARL2-SNX15
1350,ARL2BP
1351,ARL2BPP1
1352,ARL2BPP10
1353,ARL2BPP2
1354,ARL2BPP3
1355,ARL2BPP4
1356,ARL2BPP5
1357,ARL2BPP6
1358,ARL2BPP7
1359,ARL2BPP8
1360,ARL2BPP9
1361,ARL3
1362,ARL4A
1363,ARL4C
1364,ARL4D
1365,ARL4P
1366,ARL4P2
1367,ARL5A
1368,ARL5AP1
1369,ARL5AP2
1370,ARL5AP4
1371,ARL5B
1372,ARL5C
1373,ARL6
1374,ARL6IP1
1375,ARL6IP1P1
1376,ARL6IP1P2
1377,ARL6IP1P3
1378,ARL6IP4
1379,ARL6IP5
1380,ARL6IP6
1381,ARL8A
1382,ARL8B
1383,ARL9
1384,ARMC1
1385,ARMC10
1386,ARMC10P1
1387,ARMC12
1388,ARMC2
1389,ARMC2-AS1
1390,ARMC3
1391,ARMC4
1392,ARMC4P1
1393,ARMC5
1394,ARMC6
1395,ARMC7
1396,ARMC8
1397,ARMC8P1
1398,ARMC9
1399,ARMCX1
1400,ARMCX2
1401,ARMCX3
1402,ARMCX4
1403,ARMCX5
1404,ARMCX5-GPRASP2
1405,ARMCX6
1406,ARMCX7P
1407,ARMS2
1408,ARMT1
1409,ARNT
1410,ARNT2
1411,ARNTL
1412,ARNTL2
1413,ARNTL2-AS1
1414,ARPC1A
1415,ARPC1B
1416,ARPC2
1417,ARPC3
1418,ARPC3P1
1419,ARPC3P2
1420,ARPC3P3
1421,ARPC3P4
1422,ARPC3P5
1423,ARPC4
1424,ARPC4-TTLL3
1425,ARPC5
1426,ARPC5L
1427,ARPIN
1428,ARPP19
1429,ARPP21
1430,ARR3
1431,ARRB1
1432,ARRB2
1433,ARRDC1
1434,ARRDC1-AS1
1435,ARRDC2
1436,ARRDC3
1437,ARRDC3-AS1
1438,ARRDC4
1439,ARRDC5
1440,ARSA
1441,ARSB
1442,ARSD
1443,ARSDP1
1444,ARSE
1445,ARSEP1
1446,ARSF
1447,ARSFP1
1448,ARSG
1449,ARSH
1450,ARSI
1451,ARSJ
1452,ARSK
1453,ART1
1454,ART2P
1455,ART3
1456,ART4
1457,ART5
1458,ARTN
1459,ARV1
1460,ARVCF
1461,ARX
1462,AS3MT
1463,ASAH1
1464,ASAH2
1465,ASAH2B
1466,ASAP1
1467,ASAP1-IT1
1468,ASAP1-IT2
1469,ASAP2
1470,ASAP3
1471,ASB1
1472,ASB10
1473,ASB11
1474,ASB12
1475,ASB13
1476,ASB14
1477,ASB15
1478,ASB16
1479,ASB16-AS1
1480,ASB17
1481,ASB18
1482,ASB2
1483,ASB3
1484,ASB4
1485,ASB5
1486,ASB6
1487,ASB7
1488,ASB8
1489,ASB9
1490,ASB9P1
1491,ASCC1
1492,ASCC2
1493,ASCC3
1494,ASCL1
1495,ASCL2
1496,ASCL3
1497,ASCL4
1498,ASCL5
1499,ASF1A
1500,ASF1B
1501,ASGR1
1502,ASGR2
1503,ASH1L
1504,ASH1L-AS1
1505,ASH2L
1506,ASH2LP1
1507,ASIC1
1508,ASIC2
1509,ASIC3
1510,ASIC4
1511,ASIC5
1512,ASIP
1513,ASL
1514,ASLP1
1515,ASMT
1516,ASMTL
1517,ASMTL-AS1
1518,ASNA1
1519,ASNS
1520,ASNSD1
1521,ASNSP1
1522,ASNSP2
1523,ASNSP3
1524,ASNSP4
1525,ASNSP6
1526,ASPA
1527,ASPDH
1528,ASPG
1529,ASPH
1530,ASPHD1
1531,ASPHD2
1532,ASPM
1533,ASPN
1534,ASPRV1
1535,ASPSCR1
1536,ASRGL1
1537,ASS1
1538,ASS1P1
1539,ASS1P10
